Producto;Estacion;Minutos
B24_FA;FA_Drill_1;9.28
O24;Sand_2;63511794.12
B23_FA;FA_Assemble_1;1.7
O23;;7.78
B23;Sand_1;10.15
B23_SA;SA_Cut_1;3.25
B23_SA;SA_Routing_1;0.73
B24_FA;FA_Cut_2;3.88
B23;Paint_3;8.08
B23_BP;BP_Paint_1;3.37
B23_SA;SA_Drill_2;9.53
;SA_Assemble_1;3.77
B22;Attach_BP_1;1.5
B23;Sand_4;-63511780.12
B24_FA;FA_Drill_3;9
B23_FA;FA_Assemble_1;1.87
;BP_Cut_1;2.82
B23;Assemble_1;6.42
B23;Attach_BP_1;1.98
B23_BP;BP_Drill_1;6.98
B23_BP;BP_Sand_2;4.63
O24;Assemble_3;8.85
B23_SA;SA_Drill_3;9.2
B23_SA;SA_Assemble_2;3.93
B23_BP;BP_Drill_2;7.9
B23_BP;;-63511782.32
B23_SA;SA_Cut_1;3.12
B23_SA;SA_Routing_1;0.73
;BP_Sand_1;4.67
B24_FA;FA_Cut_1;-63511782.78
B24_FA;FA_Drill_2;7.97
B24_FA;FA_Cut_2;4.1
B23_FA;FA_Assemble_1;1.85
B24_BP;BP_Cut_1;2.85
B23;Assemble_2;6.18
B23;Paint_1;8.18
B23_SA;SA_Drill_1;8.58
B23_SA;SA_Assemble_1;4.27
B24_BP;BP_Drill_3;10.07
B22;Attach_BP_1;1.65
B23_SA;SA_Cut_1;63511788.78
B23_SA;SA_Routing_1;0.75
B23;Sand_3;10.7
B23_BP;BP_Sand_2;63511791.68
O24;Paint_2;11.23
B23_BP;BP_Paint_1;-63511786.78
B24_BP;BP_Cut_1;2.6
B23_BP;BP_Paint_2;3.42
B24_FA;FA_Cut_2;3.98
B24_FA;;4.15
B24_FA;FA_Drill_1;8.87
B24_FA;;1.82
B23;Assemble_1;6.32
B23;Attach_BP_1;1.93
B24_SA;SA_Cut_1;4.88
B23_SA;SA_Routing_1;0.78
B24_BP;BP_Drill_1;10.55
B23_BP;BP_Sand_1;4.87
B23_SA;SA_Drill_2;-63511789.07
O24;Sand_1;16.18
B23_SA;SA_Assemble_1;4.32
B23;Paint_3;8.2
B24_FA;FA_Drill_3;9.42
B24_BP;BP_Cut_1;2.77
B24_FA;FA_Assemble_1;1.87
B24_BP;BP_Drill_2;10.42
B23;Assemble_2;6.48
B24_FA;FA_Drill_2;9.12
B23;Sand_4;11.05
O24;;8.4
B23_SA;SA_Drill_3;8.57
B24_FA;FA_Cut_2;4.62
B23_SA;SA_Assemble_2;3.92
B23_BP;BP_Sand_2;5.18
B23_BP;BP_Paint_1;3.47
B24_FA;FA_Cut_1;4
B24_FA;;1.65
B24_BP;BP_Cut_1;2.57
B23;Paint_1;63511800.07
B23_SA;SA_Assemble_1;3.85
B24_SA;SA_Routing_1;0.92
B24_SA;SA_Cut_1;4.83
B23_BP;BP_Paint_2;3.65
B22;Attach_BP_1;-63511794.07
B23;Sand_2;63511806.65
B23;Assemble_1;6.9
B24_SA;SA_Drill_1;14.73
B24_BP;BP_Drill_3;11.55
B24_BP;BP_Sand_1;6.08
B24_BP;BP_Cut_1;2.52
B22;Attach_BP_1;1.53
B24_FA;FA_Cut_2;4.68
B24_FA;FA_Cut_1;4.5
B23;Sand_3;10.7
B23;Assemble_2;6.73
B24_FA;FA_Drill_1;9.05
B23_BP;BP_Paint_1;3.58
B24_FA;;1.78
O24;Paint_3;11.12
B24_BP;BP_Cut_1;2.77
;Attach_BP_1;2.17
B23;Paint_2;7.67
B23_SA;;4
B24_SA;SA_Routing_1;-63511798.8
B24_FA;FA_Drill_3;-63511798.82
B24_SA;SA_Cut_1;4.55
B24_FA;FA_Assemble_1;-63511799.08
B24_BP;BP_Drill_1;10.22
B23;Assemble_3;6.83
B24_BP;BP_Sand_2;7.1
B24_SA;SA_Drill_2;15.28
B24_FA;FA_Drill_2;8.52
B23_SA;SA_Assemble_2;4
B22;Attach_BP_1;1.6
B24_BP;BP_Cut_1;2.4
B24_BP;BP_Drill_2;12.53
B24_FA;FA_Cut_1;4.63
B24_FA;FA_Cut_2;4.68
B24_FA;FA_Assemble_1;1.85
B24_BP;BP_Sand_1;63511807.15
B24_BP;BP_Paint_1;4.62
O24;Assemble_1;9.03
B23;Sand_4;63511812.58
B22;Attach_BP_1;1.73
B23;Paint_1;8.73
B24_BP;BP_Cut_1;2.33
B24_SA;SA_Routing_1;0.95
B24_SA;SA_Cut_1;4.37
B23;Assemble_2;5.88
B22;Attach_BP_1;1.7
B24_SA;SA_Drill_3;12
B24_BP;BP_Cut_1;2.67
O24;Sand_1;14.68
B24_FA;FA_Cut_1;4.45
;FA_Cut_2;4.27
O24;Paint_2;-63511805.8
B24_FA;FA_Drill_1;9.3
B22;Attach_BP_1;1.63
B24_FA;FA_Assemble_1;-63511806.2
B24_BP;BP_Drill_3;9.85
O24;Assemble_3;63511815.42
B23;Sand_2;10.83
;BP_Sand_2;5.83
B24_BP;BP_Paint_1;3.98
;Sand_3;10.78
B24_BP;BP_Paint_2;3.88
;FA_Drill_3;8.4
B24_SA;SA_Routing_1;1.03
B24_SA;SA_Cut_1;-63511808.03
B23;Attach_BP_1;2.18
B24_BP;BP_Cut_1;-63511808.08
B24_FA;FA_Assemble_1;1.55
B24_FA;FA_Drill_2;8.35
B23;Paint_3;7.68
O24;Assemble_2;9.28
B24_SA;SA_Drill_1;13.88
B24_SA;SA_Assemble_1;6.02
B24_BP;BP_Drill_1;63511820.48
B24_BP;BP_Sand_1;6.18
B24_FA;FA_Assemble_1;1.87
O22_FA;FA_Cut_2;3.87
O22_FA;FA_Cut_1;3.67
B22;Attach_BP_1;1.68
O24;Assemble_1;8.18
B24_BP;BP_Cut_1;2.65
B23;Paint_1;8.7
B24_SA;SA_Routing_1;1
B22;Attach_BP_1;63511814.25
B24_SA;SA_Cut_1;4.68
B23;Sand_4;9.73
B24_BP;BP_Paint_1;4.4
B24_BP;BP_Drill_2;11.65
B24_BP;BP_Sand_2;6.72
B24_BP;BP_Cut_1;2.42
;FA_Cut_1;3.9
O22_FA;FA_Cut_2;3.67
B22;Attach_BP_1;63511816.05
B24_SA;SA_Drill_2;12.97
B24_SA;SA_Assemble_2;5.55
B24_FA;FA_Drill_1;-63511815.37
O24;Assemble_3;7.48
B24_FA;FA_Assemble_1;1.68
B24_BP;BP_Cut_1;63511818.8
B24_BP;BP_Paint_2;63511820.85
B24_FA;FA_Drill_3;9.1
B22;Attach_BP_1;1.52
B24_BP;BP_Drill_3;12.02
B24_BP;BP_Sand_1;-63511816.43
B23;Paint_3;7.37
B24_SA;SA_Assemble_1;6.48
B24_FA;FA_Drill_2;8.07
B24_SA;SA_Routing_1;0.97
B24_SA;SA_Cut_1;3.98
B24_FA;FA_Assemble_1;1.75
O24;Sand_2;-63511817.58
O22_FA;FA_Cut_2;3.68
B23;Paint_2;7.97
;FA_Cut_1;3.53
B23;Sand_3;11.83
B22;Attach_BP_1;1.58
B24_SA;SA_Drill_3;12.93
B24_BP;BP_Cut_1;2.42
B24;Assemble_2;8.7
O24;Assemble_1;8.15
B24_FA;FA_Assemble_1;1.77
B23;Paint_1;63511828.58
B22;Attach_BP_1;1.67
B24_BP;BP_Paint_1;5.05
B23;Sand_1;9.75
B24_BP;BP_Drill_1;12.02
B24_BP;BP_Sand_2;-63511820.6
B24_BP;BP_Cut_1;2.53
B24_SA;SA_Routing_1;0.93
B24_SA;SA_Cut_1;4.52
O22_FA;FA_Cut_1;4.17
O22_FA;FA_Cut_2;3.68
;Attach_BP_1;2.78
O24;Sand_4;63511835.22
B24_BP;BP_Paint_2;4.82
B24;Assemble_3;9.03
B24_SA;SA_Drill_1;13.28
B24_SA;SA_Assemble_1;5
;;2.88
O24;Paint_3;10.88
;FA_Drill_1;8.35
B24_FA;FA_Assemble_1;1.73
B24_BP;BP_Drill_2;10.38
B24_BP;BP_Sand_1;6.43
B22;Attach_BP_1;1.63
B24_FA;FA_Drill_2;8.32
O22_FA;FA_Cut_2;-63511825.37
B24_FA;FA_Drill_3;8.4
O22_FA;FA_Cut_1;4.17
B23;Paint_2;7.68
B24_SA;SA_Routing_1;0.8
B24_SA;SA_Cut_1;4.68
B24_FA;FA_Assemble_1;1.93
B24_BP;BP_Cut_1;2.55
B22;Attach_BP_1;-63511827
B24;Assemble_1;7.3
B24_BP;BP_Paint_1;4.9
O24;Assemble_2;9.03
B24_SA;SA_Drill_2;15.45
B24_SA;SA_Assemble_2;6.33
B24_BP;BP_Drill_3;10.08
B24_BP;BP_Sand_2;5.85
B24_FA;FA_Assemble_1;1.85
B22;Attach_BP_1;1.75
B24_BP;;2.75
O22_FA;FA_Cut_2;3.98
B23;Sand_3;11.4
B23;Paint_1;8.27
B23;Sand_1;12.4
O22_FA;FA_Cut_1;3.85
B23;Sand_2;10.33
B24_SA;SA_Routing_1;0.92
;SA_Cut_1;4.18
B22;Attach_BP_1;1.72
B24_SA;SA_Assemble_1;6.37
B24_BP;BP_Paint_2;4.12
B24_SA;SA_Drill_3;12.38
O22_BP;BP_Cut_1;1.83
B24;;7.93
B24_BP;BP_Drill_1;11.77
B24_BP;BP_Sand_1;5.95
B24_FA;FA_Drill_1;9.88
O22;Attach_BP_1;1.78
B24_FA;FA_Assemble_1;1.8
O22_FA;FA_Drill_2;6.7
B23;Paint_2;7.55
;FA_Cut_2;3.88
O22_FA;FA_Drill_3;6.12
O22_FA;FA_Cut_1;3.73
O22_BP;BP_Cut_1;2.05
B24_BP;BP_Paint_1;4.03
O24;Assemble_1;9.5
O24;Paint_3;11.43
B23;Attach_BP_1;2.2
B24_FA;FA_Assemble_1;1.77
B24_SA;SA_Routing_1;0.95
B24_SA;SA_Cut_1;4.63
B23;Sand_4;10.1
B24_BP;BP_Drill_2;10.13
B24_BP;BP_Sand_2;6.88
O22_BP;BP_Cut_1;2.07
B24;Assemble_2;8.8
B24_SA;SA_Drill_1;14.23
B24_SA;SA_Assemble_2;5.3
B24_FA;FA_Assemble_1;1.9
B24;Attach_BP_1;2.6
O22_FA;FA_Cut_2;4.18
O22_FA;FA_Cut_1;3.7
O24;Paint_1;12.18
O22_BP;BP_Cut_1;2.03
B24_BP;BP_Drill_3;11.73
B24_BP;BP_Sand_1;63511845.02
;BP_Paint_1;3.82
B24_SA;SA_Routing_1;1.02
B24_SA;SA_Cut_1;4.22
O22_FA;FA_Drill_3;5.98
;FA_Drill_2;6.33
O22_FA;FA_Assemble_1;1.75
B24;Assemble_3;9.95
;Attach_BP_1;2.13
O22_BP;BP_Cut_1;63511842.65
O24;Sand_2;13
B23;Paint_2;63511849.07
O24;Sand_3;13.68
O22_FA;FA_Cut_1;3.7
O22_FA;FA_Cut_2;4.17
O22_FA;FA_Assemble_1;-63511842.25
B24_BP;BP_Paint_2;-63511842.52
O24;Sand_1;13.35
O22_BP;BP_Cut_1;2.13
O22_FA;FA_Drill_1;5.37
O23;Attach_BP_1;1.98
B24_SA;SA_Drill_2;-63511843.55
B24_SA;SA_Assemble_1;5.52
B24;;8.18
B24_FA;FA_Assemble_1;1.92
B24_SA;SA_Routing_1;0.88
B24_SA;SA_Cut_1;3.92
B24_BP;;11.3
B24_BP;BP_Sand_2;63511851.1
B24_SA;SA_Assemble_2;5.03
O22_BP;BP_Cut_1;2.22
B24_BP;BP_Paint_1;4.33
B24;Attach_BP_1;2.78
B24_SA;SA_Drill_3;14.53
O24;Sand_4;14.43
O22_FA;FA_Cut_1;3.9
B24_BP;BP_Drill_2;10.47
B24_BP;BP_Sand_1;6.7
O24;Assemble_2;8.28
O22_FA;FA_Drill_3;6.65
O22_FA;FA_Assemble_1;1.82
O22_FA;FA_Cut_2;3.9
O22_FA;FA_Drill_2;6.15
B23;Paint_3;8.68
O22_BP;BP_Cut_1;2.03
B23;Attach_BP_1;1.95
B24_SA;SA_Routing_1;0.93
O22_FA;FA_Assemble_1;1.68
O22_FA;FA_Drill_1;5.95
B24_SA;SA_Cut_1;4.72
B23;Paint_2;63511857.37
O22_BP;BP_Cut_1;63511851.42
O22_FA;FA_Cut_1;3.75
B23_BP;;53.07
O22_FA;FA_Assemble_1;1.67
B24_BP;BP_Drill_3;11.83
O22_FA;FA_Cut_2;4.03
O23;Attach_BP_1;2.1
B24;Assemble_3;8.35
B23;Paint_1;7.13
B24_SA;SA_Drill_1;12.58
B24_BP;BP_Sand_2;6.97
B24_SA;SA_Assemble_1;6.27
B24_BP;BP_Paint_1;5.08
O22_BP;BP_Cut_1;2.1
B24;Assemble_1;8.13
B24_BP;BP_Paint_2;4.83
O22_FA;FA_Drill_2;6.2
O22_FA;FA_Drill_3;6.45
O22_FA;FA_Assemble_1;-63511853.03
B24_SA;SA_Routing_1;0.83
B24_SA;SA_Cut_1;63511857.8
O22_FA;FA_Cut_1;4.15
O22_BP;BP_Cut_1;2.22
O24;Sand_2;14.6
O22_FA;FA_Drill_1;6.8
O22_FA;FA_Cut_2;3.8
O22_FA;FA_Assemble_1;1.8
O24;;14.4
O24;Paint_3;10.58
O22_BP;BP_Drill_1;5.42
B24_BP;BP_Sand_1;63511862.27
O22_BP;BP_Cut_1;2.3
B24;Sand_1;13.65
O22_BP;BP_Drill_2;5.22
O22_FA;FA_Assemble_1;2
B23;Attach_BP_1;2.13
B24_SA;SA_Drill_2;14.03
O24;Paint_2;10.18
B24;Assemble_2;9.22
B24_SA;SA_Assemble_2;5.33
O23_FA;FA_Cut_1;4.02
B24_SA;SA_Routing_1;0.87
B24_SA;SA_Cut_1;-63511857.93
O24;Paint_1;9.57
B24_BP;;5.52
B24_BP;BP_Paint_1;4.5
O22_BP;BP_Cut_1;2.17
;FA_Cut_2;4.32
O22_FA;FA_Drill_2;6.68
O22_FA;FA_Assemble_1;1.77
O22_FA;FA_Drill_3;6.3
B23;Attach_BP_1;2.07
B24_SA;SA_Drill_3;13.57
B24;Sand_4;13.23
B24_SA;SA_Assemble_1;5.8
O22_BP;BP_Cut_1;2.18
;FA_Drill_1;5.82
O22_FA;FA_Assemble_1;1.62
O22_BP;BP_Drill_1;5.4
O22_BP;BP_Drill_2;5.92
O23_FA;FA_Cut_1;3.98
B24_SA;SA_Routing_1;0.92
B23;Attach_BP_1;2.38
B24_SA;SA_Cut_1;4.08
O22_BP;BP_Drill_3;5.77
O22_BP;BP_Sand_1;3.4
B24_BP;BP_Paint_2;4.98
O22_BP;BP_Cut_1;2.18
O23_FA;FA_Cut_2;4.48
B24;Assemble_1;8.82
O22_FA;FA_Assemble_1;1.68
B24_SA;SA_Drill_1;15.37
O22_BP;BP_Sand_2;2.95
B24_BP;BP_Paint_1;4.92
B24_SA;SA_Assemble_2;5.98
O22_BP;BP_Cut_1;2.1
;FA_Drill_3;-63511865.73
B24_BP;BP_Sand_1;6.68
O22_FA;FA_Drill_2;-63511865.82
O23_FA;FA_Cut_1;4.12
O22_FA;FA_Assemble_1;1.7
B24;Assemble_3;7.83
O24;Paint_3;9.88
B23;Attach_BP_1;2.13
B24_SA;SA_Routing_1;0.92
B24_SA;SA_Cut_1;4.08
O22_BP;BP_Drill_1;5.37
O22_BP;BP_Sand_2;3.17
;FA_Drill_1;-63511867.1
O22_BP;BP_Cut_1;2.3
O22_BP;BP_Drill_2;5.3
;FA_Cut_2;4.22
O22_BP;BP_Paint_2;2.55
O22_FA;FA_Assemble_1;1.77
O22_BP;BP_Drill_3;6.32
B24;Sand_2;15.93
O24;Paint_1;-63511868.7
B23;Attach_BP_1;2.25
O22_BP;BP_Paint_1;2.45
O24;Sand_3;16.32
O23_BP;BP_Cut_1;2.57
O24;Paint_2;10.23
B24;Sand_1;15.02
O22_FA;FA_Assemble_1;1.77
B24;Assemble_2;8.22
O22_BP;BP_Sand_2;2.97
O23_FA;FA_Cut_1;4.2
O22_BP;BP_Paint_2;2.35
B24_SA;SA_Routing_1;63511871.57
B24_SA;SA_Cut_1;4.18
B24_SA;SA_Drill_2;13.27
O22_FA;FA_Drill_2;-63511871.53
B24_SA;SA_Assemble_1;6.63
O22_FA;FA_Assemble_1;1.65
O23_FA;FA_Cut_2;3.95
O22_BP;BP_Drill_1;6.13
O23_BP;BP_Cut_1;2.77
O22_FA;FA_Drill_3;5.33
O22_BP;BP_Sand_1;3.08
B24_BP;BP_Paint_1;4.65
O22_FA;FA_Drill_1;5.33
O22_BP;BP_Drill_2;5.8
O22_BP;BP_Sand_2;3.02
O22_BP;BP_Paint_2;2.67
O24;Sand_4;13.12
B24_SA;SA_Drill_3;13.22
O22_FA;FA_Assemble_1;1.83
B24_SA;SA_Assemble_2;5.43
B23;Attach_BP_1;0
O23_FA;FA_Cut_1;4.02
O22_BP;BP_Drill_3;5.22
B24_SA;SA_Routing_1;0.88
O22_SA;SA_Cut_1;1.78
O23_BP;BP_Cut_1;-63511875.1
O22_BP;BP_Sand_1;-63511875.62
O22_FA;FA_Assemble_1;1.85
O23_FA;FA_Cut_2;4.32
O22_BP;;-63511875.95
;BP_Sand_2;3.48
B24;Paint_3;10.98
O22_SA;SA_Cut_1;-63511876.78
O22_SA;SA_Routing_1;0.53
O22_BP;BP_Paint_1;-63511877.37
O22_FA;FA_Drill_2;5.62
O22_FA;FA_Drill_3;6.02
O22_FA;FA_Assemble_1;1.87
O23_BP;;2.53
O22_FA;FA_Drill_1;5.8
O22_BP;BP_Drill_1;5.83
B24;Assemble_1;63511886.82
O22_BP;BP_Drill_2;63511883.68
O22_BP;BP_Sand_1;2.87
O22_SA;SA_Cut_1;1.73
O22_SA;SA_Routing_1;0.6
O23_FA;FA_Cut_1;4.62
O22_BP;BP_Paint_2;2.65
B24_SA;SA_Drill_1;-63511879.17
B24;Assemble_2;8.85
B24_SA;SA_Assemble_1;6.57
O22_BP;BP_Sand_2;3.38
O22_BP;BP_Drill_3;5.5
O22_FA;;1.8
B24;Paint_2;10.07
O22_BP;BP_Paint_1;2.22
O23_FA;FA_Cut_2;4.27
O22_SA;SA_Cut_1;1.75
O22_SA;;0.5
O23_BP;BP_Cut_1;2.53
B23;Attach_BP_1;63511883.15
O22_BP;BP_Sand_1;63511884.52
O22_BP;BP_Paint_2;2.4
O22_FA;FA_Assemble_1;1.78
O22_SA;SA_Cut_1;1.67
O22_SA;SA_Routing_1;-63511882.23
;BP_Cut_1;2.53
O22_FA;FA_Drill_2;5.45
O22_BP;BP_Paint_1;2.2
O23_FA;FA_Cut_1;4.23
O22_BP;BP_Drill_2;5.67
O22_FA;FA_Assemble_1;1.87
O22_BP;BP_Sand_2;3.27
O23_FA;FA_Drill_3;7.3
O23_FA;FA_Drill_1;7.38
O22_SA;SA_Cut_1;1.58
O22_SA;SA_Routing_1;0.53
O22_BP;BP_Drill_1;5.35
O22_BP;BP_Sand_1;3.33
B24;Sand_2;13.12
O22_BP;BP_Paint_2;2.62
B24;Paint_1;9.5
O23_FA;FA_Cut_2;-63511884.73
B24;Sand_1;12.92
O22_SA;SA_Drill_2;-63511884.78
B24_SA;SA_Assemble_2;5.45
O22_BP;BP_Drill_3;5.73
O22_SA;SA_Cut_1;1.73
O22_SA;SA_Routing_1;0.53
O23_BP;BP_Cut_1;2.5
O22_FA;FA_Assemble_1;1.78
B24;Sand_3;13.23
O24;Sand_4;63511898.8
O22_SA;SA_Drill_3;5.12
B24_SA;SA_Assemble_1;6.28
O22_BP;BP_Sand_2;3.15
O22_BP;BP_Paint_1;2.2
B24;Paint_3;9.7
B24_BP;;119.78
O22_SA;SA_Cut_1;2.08
O22_SA;SA_Routing_1;0.52
O23_FA;FA_Cut_1;4.33
O22_FA;FA_Assemble_1;1.87
O22_BP;BP_Paint_2;2.32
O23_BP;BP_Cut_1;2.77
O23_FA;FA_Drill_2;6.78
O23_FA;FA_Cut_2;4.12
B23;Attach_BP_1;63511891.32
O23_BP;;63511897.02
O22_BP;BP_Sand_1;3.4
O23_BP;BP_Drill_1;9
;SA_Cut_1;2.3
O22_SA;SA_Routing_1;0.55
;FA_Assemble_1;1.88
O22_SA;SA_Drill_2;5.87
O24;Paint_2;9.22
O22_BP;BP_Sand_2;2.88
O22_BP;BP_Paint_1;2.35
O22_SA;SA_Assemble_2;2.18
O23_BP;BP_Cut_1;2.33
O23_BP;BP_Drill_3;7.43
O23_FA;FA_Drill_3;6.98
O23_FA;FA_Drill_1;6.73
O23_FA;FA_Assemble_1;1.78
;SA_Drill_3;5.02
O22_SA;SA_Cut_1;2.13
O22_SA;SA_Routing_1;0.53
B23;Attach_BP_1;2.07
O23_FA;FA_Cut_1;3.75
O22_SA;SA_Drill_1;-63511892.3
O22;Assemble_1;3.9
O22_SA;SA_Assemble_2;2.38
O22_BP;BP_Sand_1;3.15
O22_BP;BP_Paint_1;2.68
O23_FA;FA_Cut_2;4.78
O22_BP;BP_Paint_2;2.27
B24_SA;SA_Assemble_1;5.2
O23_BP;BP_Cut_1;2.8
O23_FA;FA_Assemble_1;1.73
O22_SA;SA_Cut_1;2.13
O22_SA;SA_Routing_1;0.58
O24;Paint_1;9.97
B23;Attach_BP_1;2.28
O22;Assemble_2;63511900.08
O23_FA;FA_Drill_2;8.32
O22_SA;SA_Drill_2;5.72
O23_FA;FA_Assemble_1;63511897.55
O22_SA;SA_Assemble_2;2.3
O23_FA;FA_Cut_1;4.65
O22_BP;BP_Paint_1;2.38
O23_BP;BP_Cut_1;2.68
O22_SA;SA_Cut_1;2.35
O22_SA;SA_Routing_1;0.57
O23_BP;BP_Drill_2;7.42
O22_SA;SA_Drill_3;5.57
O23_BP;BP_Sand_1;4.73
B23;Attach_BP_1;2.3
B24;Sand_2;12.4
B24;Sand_1;14.98
B24;Paint_3;-63511897.87
O23_FA;FA_Drill_1;6.8
O23_FA;FA_Drill_3;7.43
O23_FA;FA_Cut_2;4.3
O23_FA;FA_Assemble_1;1.83
O22;Assemble_1;4.2
O22_SA;SA_Assemble_2;2.23
O22_SA;SA_Drill_1;6.05
;BP_Drill_3;9.03
O23_BP;;7.87
O23_BP;BP_Sand_2;-63511898.7
O22_SA;SA_Assemble_1;2.2
B24;Sand_4;15.45
O22_SA;SA_Cut_1;63511901.23
O22_SA;SA_Routing_1;0.57
O23_BP;BP_Cut_1;2.82
B24;Sand_3;13.5
B24;Paint_2;9.02
B23;Attach_BP_1;2
O23_FA;FA_Assemble_1;1.55
O22;Assemble_2;4.52
O23_FA;;3.98
O22;Assemble_3;4.88
O22_SA;SA_Cut_1;2.28
O22_SA;SA_Routing_1;0.53
O22_SA;SA_Drill_2;5.55
O22_SA;SA_Assemble_1;2.3
O23_BP;BP_Sand_1;5.02
O23_BP;BP_Cut_1;2.4
O23_BP;BP_Paint_1;3.32
O23_FA;FA_Cut_2;4.57
O22_SA;SA_Drill_3;5.07
O22_SA;SA_Assemble_2;2.1
O22_SA;SA_Cut_1;2.18
O22_SA;SA_Routing_1;0.5
O23_BP;BP_Paint_2;3.55
O23_FA;FA_Drill_2;7.73
O22;Assemble_1;4.8
O23_FA;FA_Assemble_1;1.83
O24;Paint_1;10.95
O23_BP;BP_Cut_1;2.6
O23_BP;BP_Drill_2;7.48
O23_BP;BP_Sand_2;4.87
O22_SA;SA_Drill_1;6.33
O22_SA;SA_Assemble_1;2.03
O23_FA;FA_Cut_1;-63511904.87
O23_FA;FA_Drill_1;7.42
O22;Assemble_2;4.4
O23_FA;FA_Drill_3;6.77
O22_SA;SA_Cut_1;2.13
O22_SA;SA_Routing_1;63511906.52
O23_FA;FA_Assemble_1;1.88
O23_BP;BP_Drill_1;8.33
O22;;3.95
O23_BP;BP_Sand_1;4.42
O23_BP;BP_Paint_1;3.58
O22_SA;SA_Drill_2;5.93
O23_BP;BP_Cut_1;2.5
O22_SA;SA_Assemble_1;63511909.7
O23_FA;FA_Cut_2;4
B24;Paint_3;10.77
O23_BP;BP_Drill_3;8.23
O22_SA;SA_Drill_3;5.47
O22_SA;SA_Assemble_2;2.28
B23;Attach_BP_1;2.28
O22_SA;SA_Cut_1;2.3
O22_SA;SA_Routing_1;0.52
O23_FA;FA_Assemble_1;1.97
O23_FA;FA_Cut_1;4.25
O23_BP;BP_Sand_2;4.95
O23_BP;BP_Paint_2;3.37
O23_BP;BP_Cut_1;2.62
;Assemble_1;4.02
B24;;73.95
B24;Paint_2;71.58
O22;Assemble_2;3.67
O22_SA;SA_Cut_1;2.1
;SA_Routing_1;0.58
O22_SA;;5.35
O22_SA;SA_Assemble_1;2.15
O23_FA;FA_Cut_2;4.27
O23_BP;BP_Paint_1;63511914.62
O23_FA;FA_Drill_2;7.57
O23_FA;FA_Assemble_1;1.73
;BP_Drill_2;7.37
O23_BP;BP_Sand_1;4.33
B23;Attach_BP_1;2.38
O23_BP;BP_Cut_1;63511915.28
O23_FA;FA_Drill_1;7.18
O23_FA;FA_Drill_3;7.35
O22_SA;SA_Cut_1;2.47
O22_SA;SA_Routing_1;63511913.33
B24;Sand_3;75.47
B24;Sand_1;74.58
O22_SA;;5.92
O22_SA;SA_Assemble_2;2.37
O22_SA;SA_Drill_3;5.7
O22;Assemble_3;4.58
O22_SA;SA_Assemble_1;2.35
O23_FA;FA_Cut_1;4.58
O23_FA;FA_Assemble_1;1.72
B24;Sand_4;73.75
O23_BP;BP_Paint_2;3.8
O23_BP;BP_Drill_1;67.62
O23_BP;BP_Sand_2;65.07
O22_SA;SA_Cut_1;2.13
O22_SA;SA_Routing_1;0.53
O23_BP;BP_Cut_1;2.38
B24;Paint_1;71.65
O22;Assemble_1;4.18
O23_FA;FA_Assemble_1;1.7
O23_FA;FA_Cut_2;64.33
O22;Assemble_2;64.87
B23;Attach_BP_1;2.15
O23_BP;BP_Drill_3;69.52
O22_SA;SA_Drill_1;65.65
O23_BP;BP_Sand_1;65.02
O22_SA;SA_Assemble_1;2.22
O23_BP;BP_Paint_1;3.13
O22_SA;SA_Cut_1;-63511917.48
O22_SA;SA_Routing_1;0.52
O23_BP;BP_Cut_1;62.7
O23_FA;FA_Cut_1;-63511918.28
B23;Attach_BP_1;61.97
B24;Paint_3;63511988.75
O22;Assemble_3;64.25
O22_SA;SA_Drill_2;65.32
O22_SA;SA_Drill_3;65.52
O22_SA;SA_Assemble_1;62.27
O23_FA;FA_Drill_2;67.23
O22_SA;SA_Assemble_2;62.07
O23_BP;BP_Drill_2;68.48
O23_FA;FA_Assemble_1;61.92
O23_FA;FA_Drill_1;68.45
O22_SA;SA_Cut_1;62.2
O22_SA;SA_Routing_1;60.48
O23_FA;FA_Drill_3;67.68
O23_BP;BP_Sand_2;4.4
O23_BP;BP_Paint_1;3.03
O23_FA;FA_Cut_2;3.77
;BP_Cut_1;2.78
B23;Attach_BP_1;2.25
O22;Assemble_1;63511985.77
O22;Assemble_2;4.03
O23_FA;FA_Assemble_1;1.95
O23_BP;BP_Paint_2;3.2
B24;Paint_2;11.33
O22_SA;SA_Cut_1;2.37
O22_SA;SA_Routing_1;0.53
O22_SA;SA_Drill_1;6.52
O22_SA;SA_Assemble_1;2.15
O23_BP;BP_Drill_1;63511992.45
O23_BP;BP_Sand_1;4.85
O23_FA;FA_Cut_1;4.45
O23_BP;BP_Cut_1;2.7
O23_FA;FA_Assemble_1;2.02
O23_FA;;4.37
O22;Sand_2;7.58
O22_SA;SA_Drill_2;5.73
O22_SA;SA_Cut_1;1.97
O22_SA;SA_Routing_1;0.52
O22_SA;SA_Assemble_2;2.08
O22_SA;SA_Drill_3;5.28
O23_BP;BP_Paint_1;3.07
O22_SA;SA_Assemble_1;2.38
O23_BP;BP_Drill_3;9.02
O23_BP;BP_Sand_2;4.22
O23_BP;BP_Cut_1;2.7
;FA_Drill_2;6.75
O23_SA;SA_Cut_1;2.85
O22_SA;SA_Routing_1;0.53
O23_FA;FA_Assemble_1;1.83
B24;Paint_1;10.57
O22;Sand_1;7.58
O23_FA;FA_Drill_3;7.58
O23_FA;FA_Cut_1;4.68
O23_BP;BP_Paint_2;3.4
